condition,model,sentence,target_phrase,avg_sentence_prob,target_phrase_prob,surprisal_after_mask
no_honorific,bert-kor-base,이모님이 어제 저녁에 혼자서 티비를 봤다.,봤다,-3.790466677811411,-1.833026647567749,23.81444316841794
verb_only,bert-kor-base,이모님이 어제 저녁에 혼자서 티비를 보셨다.,보셨다,-2.4024589193984864,-1.1374542079865932,24.461915197219
noun_only,bert-kor-base,이모님께서 어제 저녁에 혼자서 티비를 봤다.,봤다,-3.8482999677459397,-2.564201831817627,24.182835510010904
all_honorific,bert-kor-base,이모님께서 어제 저녁에 혼자서 티비를 보셨다.,보셨다,-2.5501637917011974,-1.194867454469204,25.6290252383654
no_honorific,bert-kor-base,이모님이 어제 저녁에 혼자서 산책을 했다.,했다,-5.338273559696972,-3.010990619659424,24.72993846376843
verb_only,bert-kor-base,이모님이 어제 저녁에 혼자서 산책을 하셨다.,하셨다,-4.166918735951185,-3.404697895050049,24.609732221843775
noun_only,bert-kor-base,이모님께서 어제 저녁에 혼자서 산책을 했다.,했다,-5.499936610227451,-4.286509990692139,25.20380157376012
all_honorific,bert-kor-base,이모님께서 어제 저녁에 혼자서 산책을 하셨다.,하셨다,-4.2800439049024135,-3.1221508979797363,25.552642927603003
no_honorific,bert-kor-base,이모님이 어제 저녁에 혼자서 정원을 가꿨다.,가꿨다,-4.35816030991687,-5.273076315720876,24.00151901672047
verb_only,bert-kor-base,이모님이 어제 저녁에 혼자서 정원을 가꾸셨다.,가꾸셨다,-3.0553710964508354,-2.5780423879623413,24.498265450305365
noun_only,bert-kor-base,이모님께서 어제 저녁에 혼자서 정원을 가꿨다.,가꿨다,-4.642161555926908,-5.966362575689952,24.2953561912338
all_honorific,bert-kor-base,이모님께서 어제 저녁에 혼자서 정원을 가꾸셨다.,가꾸셨다,-3.1554494800046085,-2.1929595917463303,25.37748478907466
no_honorific,bert-kor-base,이모님이 어제 저녁에 혼자서 빨래를 널었다.,널었다,-4.250713739440673,-2.2279118299484253,24.44959848769481
verb_only,bert-kor-base,이모님이 어제 저녁에 혼자서 빨래를 널으셨다.,널으셨다,-3.3211106626316904,-3.6929733753204346,24.07763716213114
noun_only,bert-kor-base,이모님께서 어제 저녁에 혼자서 빨래를 널었다.,널었다,-4.102560092177656,-2.5711368322372437,24.66262307835952
all_honorific,bert-kor-base,이모님께서 어제 저녁에 혼자서 빨래를 널으셨다.,널으셨다,-3.3240531917661427,-3.330303907394409,24.358976013440973
no_honorific,bert-kor-base,손님이 어제 저녁에 혼자서 책을 읽었다.,읽었다,-5.469585100421682,-2.798086680471897,25.50226989709589
verb_only,bert-kor-base,손님이 어제 저녁에 혼자서 책을 읽으셨다.,읽으셨다,-4.779737142742508,-4.045904896842937,24.722393240909774
noun_only,bert-kor-base,손님께서 어제 저녁에 혼자서 책을 읽었다.,읽었다,-4.036902467202809,-2.1349409744143486,26.96345376088321
all_honorific,bert-kor-base,손님께서 어제 저녁에 혼자서 책을 읽으셨다.,읽으셨다,-2.8715229597873986,-2.255095204959313,26.537539413952064
no_honorific,bert-kor-base,손님이 어제 저녁에 혼자서 파스타를 먹었다.,먹었다,-5.253269002540037,-2.272310972213745,24.679224219682006
verb_only,bert-kor-base,손님이 어제 저녁에 혼자서 파스타를 드셨다.,드셨다,-4.625570260402229,-3.912169933319092,25.03367358380422
noun_only,bert-kor-base,손님께서 어제 저녁에 혼자서 파스타를 먹었다.,먹었다,-4.36067542185386,-3.0349526405334473,24.92238842594512
all_honorific,bert-kor-base,손님께서 어제 저녁에 혼자서 파스타를 드셨다.,드셨다,-3.5970950838178397,-3.77905535697937,25.14193184700813
no_honorific,bert-kor-base,손님이 어제 저녁에 혼자서 호통을 쳤다.,쳤다,-6.4796119255479425,-2.8941593170166016,24.798816827508382
verb_only,bert-kor-base,손님이 어제 저녁에 혼자서 호통을 치셨다.,치셨다,-6.124476738791499,-3.7619078159332275,25.170860704744463
noun_only,bert-kor-base,손님께서 어제 저녁에 혼자서 호통을 쳤다.,쳤다,-5.110386433079839,-4.988764762878418,26.687029485804434
all_honorific,bert-kor-base,손님께서 어제 저녁에 혼자서 호통을 치셨다.,치셨다,-4.04376635150984,-2.4847734943032265,26.716016129711452
no_honorific,bert-kor-base,손님이 어제 저녁에 혼자서 핸드폰을 샀다.,샀다,-7.132875844304051,-8.571632385253906,24.945992700810738
verb_only,bert-kor-base,손님이 어제 저녁에 혼자서 핸드폰을 사셨다.,사셨다,-6.698703750967979,-8.477484941482544,25.083947552304434
noun_only,bert-kor-base,손님께서 어제 저녁에 혼자서 핸드폰을 샀다.,샀다,-5.968797381035984,-9.91912841796875,25.407852797633414
all_honorific,bert-kor-base,손님께서 어제 저녁에 혼자서 핸드폰을 사셨다.,사셨다,-4.844525473399295,-5.259908437728882,25.80121151668683
no_honorific,bert-kor-base,손님이 어제 저녁에 혼자서 편지를 썼다.,썼다,-6.259638220337885,-0.9174045920372009,25.191509629737656
verb_only,bert-kor-base,손님이 어제 저녁에 혼자서 편지를 쓰셨다.,쓰셨다,-5.746317968936637,-2.660849817097187,25.103914050139004
noun_only,bert-kor-base,손님께서 어제 저녁에 혼자서 편지를 썼다.,썼다,-4.9552705025998875,-1.6751269102096558,25.386939707288494
all_honorific,bert-kor-base,손님께서 어제 저녁에 혼자서 편지를 쓰셨다.,쓰셨다,-4.146240586311453,-2.2245807722210884,26.74642541410641
no_honorific,bert-kor-base,손님이 어제 저녁에 혼자서 노래를 불렀다.,불렀다,-5.649484652360635,-0.6261606216430664,25.270063049484545
verb_only,bert-kor-base,손님이 어제 저녁에 혼자서 노래를 부르셨다.,부르셨다,-4.526435554493219,-2.5584682300686836,25.512693421599383
noun_only,bert-kor-base,손님께서 어제 저녁에 혼자서 노래를 불렀다.,불렀다,-4.305993979913183,-1.1651798486709595,26.91097291100712
all_honorific,bert-kor-base,손님께서 어제 저녁에 혼자서 노래를 부르셨다.,부르셨다,-3.2450753026124506,-1.9815758895128965,27.71933264589853
no_honorific,bert-kor-base,손님이 어제 저녁에 혼자서 티비를 봤다.,봤다,-5.283167358953506,-1.3748927116394043,23.86325322059401
verb_only,bert-kor-base,손님이 어제 저녁에 혼자서 티비를 보셨다.,보셨다,-4.685398594786723,-3.519166862592101,24.691750060109644
noun_only,bert-kor-base,손님께서 어제 저녁에 혼자서 티비를 봤다.,봤다,-4.059454515576363,-2.2735862731933594,25.63808941199647
all_honorific,bert-kor-base,손님께서 어제 저녁에 혼자서 티비를 보셨다.,보셨다,-2.598733493126929,-1.1769766919314861,25.566558387849614
no_honorific,bert-kor-base,손님이 어제 저녁에 혼자서 산책을 했다.,했다,-6.505241349605577,-2.4773833751678467,26.469976373525913
verb_only,bert-kor-base,손님이 어제 저녁에 혼자서 산책을 하셨다.,하셨다,-6.0866164755342265,-5.376605033874512,25.328339026764105
noun_only,bert-kor-base,손님께서 어제 저녁에 혼자서 산책을 했다.,했다,-5.534929899964482,-4.089842319488525,26.557095905146976
all_honorific,bert-kor-base,손님께서 어제 저녁에 혼자서 산책을 하셨다.,하셨다,-4.284598386962898,-2.8315491676330566,26.555874140395247
no_honorific,bert-kor-base,손님이 어제 저녁에 혼자서 정원을 가꿨다.,가꿨다,-5.449018707545474,-4.85839984814326,24.77054563142895
verb_only,bert-kor-base,손님이 어제 저녁에 혼자서 정원을 가꾸셨다.,가꾸셨다,-4.758749330933723,-3.01008540391922,23.851814310519824
noun_only,bert-kor-base,손님께서 어제 저녁에 혼자서 정원을 가꿨다.,가꿨다,-4.5349246415902265,-5.821341236432393,25.847536763523237
all_honorific,bert-kor-base,손님께서 어제 저녁에 혼자서 정원을 가꾸셨다.,가꾸셨다,-3.4639630211517214,-2.99205219745636,26.099888970926045
no_honorific,bert-kor-base,손님이 어제 저녁에 혼자서 빨래를 널었다.,널었다,-5.31606489920523,-1.7008861601352692,25.93971120921846
verb_only,bert-kor-base,손님이 어제 저녁에 혼자서 빨래를 널으셨다.,널으셨다,-5.747659257716602,-5.5857594807942705,24.986022006764358
noun_only,bert-kor-base,손님께서 어제 저녁에 혼자서 빨래를 널었다.,널었다,-4.210100383083853,-2.12174254655838,26.504045448731233
all_honorific,bert-kor-base,손님께서 어제 저녁에 혼자서 빨래를 널으셨다.,널으셨다,-3.7009086344391107,-3.7930421829223633,25.896426615649307
